,City1,City2,Month,Passenger Count,Flight Count,Average Capacity (%),Flight Distance (km),Actual Passenger Distance (km),Potential Passenger Distance (km),Seats,Plane Size (seats)
9087,HOBART,MELBOURNE,2000-03-01,72415,620,86.1,618,44752470,51991722,84129,135.69193548387096
9088,HOBART,SYDNEY,2000-03-01,9370,116,82.7,1039,9735430,11770831,11329,97.66379310344827
9089,KALGOORLIE,PERTH,2000-03-01,15388,319,58.1,538,8278744,14250006,26487,83.03134796238244
9090,KARRATHA,PERTH,2000-03-01,12239,267,56.4,1250,15298750,27141250,21713,81.32209737827715
9091,LAUNCESTON,MELBOURNE,2000-03-01,42488,807,85.5,476,20224288,23654820,49695,61.57992565055762
9092,LAUNCESTON,SYDNEY,2000-03-01,7823,115,89.4,914,7150222,7994758,8747,76.06086956521739
9093,MELBOURNE,BURNIE,2000-03-01,8033,354,64.2,378,3036474,4726512,12504,35.32203389830509
9094,MELBOURNE,GOLD COAST,2000-03-01,46540,328,79.1,1330,61898200,78221290,58813,179.3079268292683
9095,MELBOURNE,MILDURA,2000-03-01,9833,404,69.0,457,4493681,6509508,14244,35.257425742574256
9096,MELBOURNE,NEWCASTLE,2000-03-01,2651,276,43.8,836,2216236,5056128,6048,21.91304347826087
9097,MELBOURNE,PERTH,2000-03-01,82812,633,82.8,2706,224089272,270510702,99967,157.9257503949447
9098,MELBOURNE,SYDNEY,2000-03-01,503231,3249,78.3,706,355281086,453966472,643012,197.91074176669744
9099,PERTH,PORT HEDLAND,2000-03-01,5273,105,67.93352229,1312,6918176,10183744,7762,73.92380952380952
9100,PERTH,SYDNEY,2000-03-01,85492,658,79.8,3284,280755728,351995540,107185,162.8951367781155
9101,SUNSHINE COAST,MELBOURNE,2000-03-01,2221,26,72.0,1454,3229334,4484136,3084,118.61538461538461
9102,SUNSHINE COAST,SYDNEY,2000-03-01,14341,140,83.2,837,12003417,14425695,17235,123.10714285714286
9103,SYDNEY,WAGGA WAGGA,2000-03-01,9816,436,64.6,367,3602472,5577299,15197,34.85550458715596
9104,ADELAIDE,ALICE SPRINGS,2000-04-01,12574,120,82.1,1316,16547384,20155856,15316,127.63333333333334
9105,ADELAIDE,BRISBANE,2000-04-01,18488,157,90.6,1622,29987536,33088800,20400,129.93630573248407
9106,ADELAIDE,CANBERRA,2000-04-01,9099,147,71.1,972,8844228,12435768,12794,87.03401360544218
9107,ADELAIDE,DARWIN,2000-04-01,12602,137,77.3,2619,33004638,42687081,16299,118.97080291970804
9108,ADELAIDE,MELBOURNE,2000-04-01,113962,1101,80.2,643,73277566,91361298,142086,129.05177111716623
9109,ADELAIDE,PERTH,2000-04-01,34450,346,77.7,2120,73034000,94045320,44361,128.21098265895955
9110,ADELAIDE,PORT LINCOLN,2000-04-01,9065,482,75.8,246,2229990,2940684,11954,24.800829875518673
9111,ADELAIDE,SYDNEY,2000-04-01,104531,1010,79.9,1167,121987677,152752131,130893,129.5970297029703
9112,ALBURY,SYDNEY,2000-04-01,9693,394,70.7,452,4381236,6196016,13708,34.79187817258883
9113,ALICE SPRINGS,DARWIN,2000-04-01,12758,179,70.0,1305,16649190,23787540,18228,101.83240223463687
9114,ALICE SPRINGS,SYDNEY,2000-04-01,13580,123,87.3,2022,27458760,31452210,15555,126.46341463414635
9115,BALLINA,SYDNEY,2000-04-01,5282,322,46.9,612,3232584,6897240,11270,35.0
9116,BRISBANE,CAIRNS,2000-04-01,78225,699,76.0,1391,108810975,143264654,102994,147.3447782546495
9117,BRISBANE,CANBERRA,2000-04-01,20584,335,71.9,956,19678304,27382708,28643,85.50149253731344
9118,BRISBANE,DARWIN,2000-04-01,11761,120,82.1,2852,33542372,40863456,14328,119.4
9119,BRISBANE,HAMILTON ISLAND,2000-04-01,11897,175,68.2,888,10564536,15487608,17441,99.66285714285715
9120,BRISBANE,MACKAY,2000-04-01,16072,288,68.9,797,12809384,18603574,23342,81.04861111111111
9121,BRISBANE,MELBOURNE,2000-04-01,141865,1352,82.1,1381,195915565,238665801,172821,127.82618343195266
9122,BRISBANE,NEWCASTLE,2000-04-01,1958,233,40.9,614,1202212,2939832,4788,20.549356223175966
9123,BRISBANE,PERTH,2000-04-01,6508,55,85.1,3615,23526420,27658365,7651,139.1090909090909
9124,BRISBANE,PROSERPINE,2000-04-01,6839,131,73.0,895,6120905,8382570,9366,71.49618320610686
9125,BRISBANE,ROCKHAMPTON,2000-04-01,20241,400,67.9,518,10484838,15434846,29797,74.4925
9126,BRISBANE,SYDNEY,2000-04-01,279404,2049,79.1,753,210391212,265911408,353136,172.34553440702783
9127,BRISBANE,TOWNSVILLE,2000-04-01,40465,451,73.4,1112,44997080,61307896,55133,122.24611973392462
9128,BROOME,PERTH,2000-04-01,11604,219,74.7,1677,19459908,26035425,15525,70.89041095890411
9129,CAIRNS,MELBOURNE,2000-04-01,4504,42,74.3,2311,10408744,14004660,6060,144.28571428571428
9130,CAIRNS,SYDNEY,2000-04-01,55586,348,75.3,1971,109560006,145550466,73846,212.20114942528735
9131,CAIRNS,TOWNSVILLE,2000-04-01,10696,497,61.70531903,284,3037664,4922856,17334,34.87726358148893
9132,CANBERRA,MELBOURNE,2000-04-01,61994,830,74.2,470,29137180,39244530,83499,100.60120481927711
9133,CANBERRA,SYDNEY,2000-04-01,69278,1889,67.8,236,16349608,24112120,102170,54.08681842244574
9134,COFFS HARBOUR,SYDNEY,2000-04-01,14177,605,66.2,443,6280411,9489503,21421,35.40661157024793
9135,DARWIN,SYDNEY,2000-04-01,9154,93,78.0,3155,28880870,37011305,11731,126.13978494623656
9136,DEVONPORT,MELBOURNE,2000-04-01,11706,431,76.6,412,4822872,6294124,15277,35.44547563805104
9137,DUBBO,SYDNEY,2000-04-01,10098,518,56.3,310,3130380,5557060,17926,34.6061776061776
9138,GOLD COAST,SYDNEY,2000-04-01,107337,838,83.6,680,72989160,87308600,128395,153.21599045346062
9139,HOBART,MELBOURNE,2000-04-01,69594,803,77.7,618,43009092,55362294,89583,111.56039850560398
9140,HOBART,SYDNEY,2000-04-01,9493,138,72.8,1039,9863227,13540248,13032,94.43478260869566
9141,KALGOORLIE,PERTH,2000-04-01,14240,327,55.1,538,7661120,13904072,25844,79.03363914373088
9142,KARRATHA,PERTH,2000-04-01,12008,254,58.3,1250,15010000,25767500,20614,81.15748031496064
9143,LAUNCESTON,MELBOURNE,2000-04-01,40232,805,80.2,476,19150432,23876636,50161,62.31180124223602
9144,LAUNCESTON,SYDNEY,2000-04-01,7066,114,78.7,914,6458324,8209548,8982,78.78947368421052
9145,MELBOURNE,BURNIE,2000-04-01,8485,344,69.8,378,3207330,4594212,12154,35.33139534883721
9146,MELBOURNE,GOLD COAST,2000-04-01,49253,362,78.9,1330,65506490,83045200,62440,172.48618784530387
9147,MELBOURNE,MILDURA,2000-04-01,9292,378,69.9,457,4246444,6071245,13285,35.145502645502646
9148,MELBOURNE,NEWCASTLE,2000-04-01,3500,315,45.2,836,2926000,6470640,7740,24.571428571428573
9149,MELBOURNE,PERTH,2000-04-01,86468,611,85.8,2706,233982408,272653854,100759,164.90834697217676
9150,MELBOURNE,SYDNEY,2000-04-01,437369,2848,77.8,706,308782514,396832010,562085,197.36130617977528
9151,PERTH,PORT HEDLAND,2000-04-01,6003,111,73.27880859,1312,7875936,10747904,8192,73.8018018018018
9152,PERTH,SYDNEY,2000-04-01,92003,641,86.4,3284,302137852,349650764,106471,166.10140405616224
9153,SUNSHINE COAST,MELBOURNE,2000-04-01,3122,40,62.9,1454,4539388,7214748,4962,124.05
9154,SUNSHINE COAST,SYDNEY,2000-04-01,14267,148,79.3,837,11941479,15057630,17990,121.55405405405405
9155,SYDNEY,TOWNSVILLE,2000-04-01,116,1,83.5,1690,196040,234910,139,139.0
9156,SYDNEY,WAGGA WAGGA,2000-04-01,9797,410,68.4,367,3595499,5254706,14318,34.921951219512195
9157,ADELAIDE,ALICE SPRINGS,2000-05-01,11755,124,75.9,1316,15469580,20384840,15490,124.91935483870968
9158,ADELAIDE,BRISBANE,2000-05-01,17163,165,81.4,1622,27838386,34217712,21096,127.85454545454546
9159,ADELAIDE,CANBERRA,2000-05-01,8830,169,60.4,972,8582760,14215500,14625,86.53846153846153
9160,ADELAIDE,DARWIN,2000-05-01,13949,141,82.7,2619,36532431,44193006,16874,119.67375886524823
9161,ADELAIDE,MELBOURNE,2000-05-01,113137,1176,74.8,643,72747091,97279470,151290,128.64795918367346
9162,ADELAIDE,PERTH,2000-05-01,31356,367,67.6,2120,66474720,98357400,46395,126.41689373297002
9163,ADELAIDE,PORT LINCOLN,2000-05-01,8316,500,67.1,246,2045736,3050400,12400,24.8
9164,ADELAIDE,SYDNEY,2000-05-01,96113,1073,70.4,1167,112163871,159267492,136476,127.19105312208761
9165,ALBURY,SYDNEY,2000-05-01,9831,418,67.3,452,4443612,6601912,14606,34.942583732057415
9166,ALICE SPRINGS,DARWIN,2000-05-01,15270,186,80.3,1305,19927350,24819795,19019,102.25268817204301
9167,ALICE SPRINGS,SYDNEY,2000-05-01,13048,124,84.7,2022,26383056,31165086,15413,124.29838709677419
9168,BALLINA,SYDNEY,2000-05-01,6433,432,42.3,612,3936996,9311580,15215,35.219907407407405
9169,BRISBANE,CAIRNS,2000-05-01,77077,731,73.2,1391,107214107,146408314,105254,143.98632010943913
9170,BRISBANE,CANBERRA,2000-05-01,20794,378,64.1,956,19879064,31016464,32444,85.83068783068784
9171,BRISBANE,DARWIN,2000-05-01,12938,124,87.0,2852,36899176,42429204,14877,119.9758064516129
9172,BRISBANE,HAMILTON ISLAND,2000-05-01,8934,153,62.0,888,7933392,12802296,14417,94.22875816993464
9173,BRISBANE,MACKAY,2000-05-01,16918,327,65.1,797,13483646,20722000,26000,79.51070336391437
9174,BRISBANE,MELBOURNE,2000-05-01,134911,1444,73.1,1381,186312091,254989221,184641,127.86772853185596
9175,BRISBANE,NEWCASTLE,2000-05-01,3332,307,41.6,614,2045848,4917526,8009,26.087947882736156
9176,BRISBANE,PERTH,2000-05-01,4828,54,64.8,3615,17453220,26938980,7452,138.0
9177,BRISBANE,PROSERPINE,2000-05-01,5710,124,61.6,895,5110450,8294860,9268,74.74193548387096
9178,BRISBANE,ROCKHAMPTON,2000-05-01,20325,425,64.5,518,10528350,16319072,31504,74.12705882352941
9179,BRISBANE,SYDNEY,2000-05-01,265498,2129,72.7,753,199919994,274920300,365100,171.488961953969
9180,BRISBANE,TOWNSVILLE,2000-05-01,43094,465,75.4,1112,47920528,63515216,57118,122.83440860215053
9181,BROOME,PERTH,2000-05-01,12025,228,74.0,1677,20165925,27246219,16247,71.25877192982456
9182,CAIRNS,MELBOURNE,2000-05-01,3295,34,66.8,2311,7614745,11404785,4935,145.14705882352942
9183,CAIRNS,SYDNEY,2000-05-01,51516,354,69.1,1971,101538036,146977470,74570,210.6497175141243
9184,CAIRNS,TOWNSVILLE,2000-05-01,11560,571,57.91293021,284,3283040,5668924,19961,34.957968476357266
9185,CANBERRA,MELBOURNE,2000-05-01,65963,887,71.4,470,31002610,43418600,92380,104.14881623449831
9186,CANBERRA,SYDNEY,2000-05-01,78787,2075,70.3,236,18593732,26462680,112130,54.03855421686747
9187,COFFS HARBOUR,SYDNEY,2000-05-01,13468,637,59.7,443,5966324,9991865,22555,35.40816326530612
9188,DARWIN,SYDNEY,2000-05-01,10227,96,83.8,3155,32266185,38522550,12210,127.1875
9189,DEVONPORT,MELBOURNE,2000-05-01,10200,426,67.6,412,4202400,6217904,15092,35.42723004694836
9190,DUBBO,SYDNEY,2000-05-01,10022,540,53.5,310,3106820,5810330,18743,34.70925925925926
9191,GOLD COAST,SYDNEY,2000-05-01,96263,800,79.2,680,65458840,82651960,121547,151.93375
9192,HOBART,MELBOURNE,2000-05-01,61913,824,70.2,618,38262234,54482880,88160,106.99029126213593
9193,HOBART,SYDNEY,2000-05-01,9840,176,62.0,1039,10223760,16480618,15862,90.125
9194,KALGOORLIE,PERTH,2000-05-01,15492,369,52.3,538,8334696,15938788,29626,80.28726287262873
9195,KARRATHA,PERTH,2000-05-01,12595,283,54.4,1250,15743750,28965000,23172,81.87985865724382
9196,LAUNCESTON,MELBOURNE,2000-05-01,34164,804,70.1,476,16262064,23184056,48706,60.57960199004975
9197,LAUNCESTON,SYDNEY,2000-05-01,4641,80,75.6,914,4241874,5613788,6142,76.775
9198,MELBOURNE,BURNIE,2000-05-01,7530,356,59.9,378,2846340,4754106,12577,35.32865168539326
9199,MELBOURNE,GOLD COAST,2000-05-01,38746,310,69.7,1330,51532180,73905440,55568,179.2516129032258
9200,MELBOURNE,MILDURA,2000-05-01,10005,410,69.2,457,4572285,6609134,14462,35.27317073170732
9201,MELBOURNE,NEWCASTLE,2000-05-01,3865,231,51.3,836,3231140,6303440,7540,32.64069264069264
9202,MELBOURNE,PERTH,2000-05-01,75971,633,74.5,2706,205577526,275971410,101985,161.11374407582937
9203,MELBOURNE,SYDNEY,2000-05-01,453864,3084,74.0,706,320427984,433041338,613373,198.88878080415046
9204,PERTH,PORT HEDLAND,2000-05-01,6281,126,66.92594566,1312,8240672,12313120,9385,74.48412698412699
9205,PERTH,SYDNEY,2000-05-01,80452,671,73.7,3284,264204368,358353364,109121,162.62444113263786
9206,SUNSHINE COAST,MELBOURNE,2000-05-01,2114,31,56.0,1454,3073756,5485942,3773,121.70967741935483
9207,SUNSHINE COAST,SYDNEY,2000-05-01,12141,140,71.7,837,10162017,14174595,16935,120.96428571428571
9208,SYDNEY,TOWNSVILLE,2000-05-01,241,2,93.4,1690,407290,436020,258,129.0
9209,SYDNEY,WAGGA WAGGA,2000-05-01,10139,433,67.1,367,3721013,5546838,15114,34.905311778290994
9210,ADELAIDE,ALICE SPRINGS,2000-06-01,13280,119,88.5,1316,17476480,19749212,15007,126.10924369747899
9211,ADELAIDE,BRISBANE,2000-06-01,17006,161,82.0,1622,27583732,33643524,20742,128.83229813664596
9212,ADELAIDE,CANBERRA,2000-06-01,9253,163,65.7,972,8993916,13693536,14088,86.42944785276073
9213,ADELAIDE,DARWIN,2000-06-01,15459,138,91.6,2619,40487121,44185149,16871,122.2536231884058
9214,ADELAIDE,MELBOURNE,2000-06-01,113065,1134,77.4,643,72700795,93925582,146074,128.81305114638448
9215,ADELAIDE,PERTH,2000-06-01,30634,353,68.8,2120,64944080,94401480,44529,126.14447592067988
9216,ADELAIDE,PORT LINCOLN,2000-06-01,8573,494,70.4,246,2108958,2997264,12184,24.663967611336034
9217,ADELAIDE,SYDNEY,2000-06-01,91913,1029,69.8,1167,107262471,153732411,131733,128.0204081632653
9218,ALBURY,SYDNEY,2000-06-01,9440,403,67.0,452,4266880,6364160,14080,34.93796526054591
9219,ALICE SPRINGS,DARWIN,2000-06-01,16609,179,89.8,1305,21674745,24139890,18498,103.34078212290503
9220,ALICE SPRINGS,SYDNEY,2000-06-01,13551,121,89.0,2022,27400122,30786972,15226,125.83471074380165
9221,BALLINA,SYDNEY,2000-06-01,9159,492,52.7,612,5605308,10644516,17393,35.35162601626016
9222,BRISBANE,CAIRNS,2000-06-01,88987,715,85.1,1391,123780917,145526420,104620,146.32167832167832
9223,BRISBANE,CANBERRA,2000-06-01,21537,373,76.3,956,20589372,26977364,28219,75.65415549597856
9224,BRISBANE,DARWIN,2000-06-01,13863,127,90.7,2852,39537276,43581412,15281,120.32283464566929
9225,BRISBANE,HAMILTON ISLAND,2000-06-01,9518,165,59.3,888,8451984,14263056,16062,97.34545454545454
9226,BRISBANE,MACKAY,2000-06-01,17540,349,65.0,797,13979380,21516609,26997,77.35530085959886
9227,BRISBANE,MELBOURNE,2000-06-01,147275,1428,80.4,1381,203386775,252914959,183139,128.24859943977592
9228,BRISBANE,NEWCASTLE,2000-06-01,4797,342,47.9,614,2945358,6143684,10006,29.257309941520468
9229,BRISBANE,PERTH,2000-06-01,5029,54,66.7,3615,18179835,27253485,7539,139.61111111111111
9230,BRISBANE,PROSERPINE,2000-06-01,6483,120,69.8,895,5802285,8317235,9293,77.44166666666666
9231,BRISBANE,ROCKHAMPTON,2000-06-01,20698,412,68.8,518,10721564,15580404,30078,73.00485436893204
9232,BRISBANE,SYDNEY,2000-06-01,280784,2128,76.9,753,211430352,275027226,365242,171.63627819548873
9233,BRISBANE,TOWNSVILLE,2000-06-01,46031,470,79.2,1112,51186472,64629440,58120,123.65957446808511
9234,BROOME,PERTH,2000-06-01,14476,223,90.8,1677,24276252,26739765,15945,71.50224215246637
9235,CAIRNS,MELBOURNE,2000-06-01,5028,39,87.8,2311,11619708,13230475,5725,146.7948717948718
9236,CAIRNS,SYDNEY,2000-06-01,61625,377,82.7,1971,121462875,146926224,74544,197.72944297082228
9237,CAIRNS,TOWNSVILLE,2000-06-01,12580,544,65.85008375,284,3572720,5425536,19104,35.11764705882353
9238,CANBERRA,MELBOURNE,2000-06-01,63677,860,72.1,470,29928190,41522150,88345,102.72674418604652
9239,CANBERRA,SYDNEY,2000-06-01,77992,2492,67.4,236,18406112,27318180,115755,46.45064205457464
9240,COFFS HARBOUR,SYDNEY,2000-06-01,13053,614,60.0,443,5782479,9631263,21741,35.40879478827362
9241,DARWIN,SYDNEY,2000-06-01,14455,126,90.1,3155,45605525,50621975,16045,127.34126984126983
9242,DEVONPORT,MELBOURNE,2000-06-01,10541,424,70.1,412,4342892,6191124,15027,35.44103773584906
9243,DUBBO,SYDNEY,2000-06-01,10646,520,59.0,310,3300260,5596740,18054,34.71923076923077
9244,GOLD COAST,SYDNEY,2000-06-01,98343,818,80.0,680,66873240,83548200,122865,150.20171149144255
9245,HOBART,MELBOURNE,2000-06-01,60671,890,75.8,618,37494678,49477080,80060,89.95505617977528
9246,HOBART,SYDNEY,2000-06-01,10650,171,68.8,1039,11065350,16092032,15488,90.57309941520468
9247,KALGOORLIE,PERTH,2000-06-01,16139,343,57.5,538,8682782,15096280,28060,81.80758017492711
9248,KARRATHA,PERTH,2000-06-01,13057,264,60.9,1250,16321250,26796250,21437,81.20075757575758
9249,LAUNCESTON,MELBOURNE,2000-06-01,33339,779,70.4,476,15869364,22527176,47326,60.75224646983312
9250,LAUNCESTON,SYDNEY,2000-06-01,4579,77,78.2,914,4185206,5348728,5852,76.0
9251,MELBOURNE,BURNIE,2000-06-01,7643,348,62.2,378,2889054,4647888,12296,35.333333333333336
9252,MELBOURNE,GOLD COAST,2000-06-01,49573,352,79.4,1330,65932090,83045200,62440,177.38636363636363
9253,MELBOURNE,MILDURA,2000-06-01,9676,399,68.6,457,4421932,6448270,14110,35.363408521303256
9254,MELBOURNE,NEWCASTLE,2000-06-01,4532,216,58.0,836,3788752,6527488,7808,36.148148148148145
9255,MELBOURNE,PERTH,2000-06-01,75819,609,76.9,2706,205166214,266922546,98641,161.9720853858785
9256,MELBOURNE,SYDNEY,2000-06-01,465074,3475,70.9,706,328342244,463361920,656320,188.86906474820145
9257,PERTH,PORT HEDLAND,2000-06-01,6773,124,73.42801388,1312,8886176,12101888,9224,74.38709677419355
9258,PERTH,SYDNEY,2000-06-01,77554,650,73.1,3284,254687336,348576896,106144,163.29846153846154
9259,SUNSHINE COAST,MELBOURNE,2000-06-01,2948,32,75.9,1454,4286392,5648790,3885,121.40625
9260,SUNSHINE COAST,SYDNEY,2000-06-01,10267,109,78.1,837,8593479,10997343,13139,120.54128440366972
9261,SYDNEY,WAGGA WAGGA,2000-06-01,9813,421,66.8,367,3601371,5390863,14689,34.89073634204276
9262,ADELAIDE,ALICE SPRINGS,2000-07-01,14232,123,88.7,1316,18729312,21121800,16050,130.4878048780488
9263,ADELAIDE,BRISBANE,2000-07-01,18054,162,85.8,1622,29283588,34115526,21033,129.83333333333334
9264,ADELAIDE,CANBERRA,2000-07-01,8134,157,59.1,972,7906248,13371804,13757,87.62420382165605
9265,ADELAIDE,DARWIN,2000-07-01,15129,141,90.2,2619,39622851,43944201,16779,119.0
9266,ADELAIDE,MELBOURNE,2000-07-01,112694,1220,72.4,643,72462242,100059802,155614,127.55245901639344
9267,ADELAIDE,PERTH,2000-07-01,29087,358,64.9,2120,61664440,94946320,44786,125.10055865921788
9268,ADELAIDE,PORT LINCOLN,2000-07-01,8007,497,65.0,246,1969722,3029244,12314,24.77665995975855
9269,ADELAIDE,SYDNEY,2000-07-01,98715,1070,71.7,1167,115200405,160672560,137680,128.6728971962617
9270,ALBURY,SYDNEY,2000-07-01,10244,458,63.9,452,4630288,7245560,16030,35.0
9271,ALICE SPRINGS,DARWIN,2000-07-01,18171,186,89.9,1305,23713155,26366220,20204,108.6236559139785
9272,ALICE SPRINGS,SYDNEY,2000-07-01,14571,124,90.1,2022,29462562,32715960,16180,130.48387096774192
9273,BALLINA,SYDNEY,2000-07-01,7785,497,44.3,612,4764420,10747332,17561,35.33400402414487
9274,BRISBANE,CAIRNS,2000-07-01,95597,778,81.0,1391,132975427,164076796,117956,151.61439588688947
9275,BRISBANE,CANBERRA,2000-07-01,22178,424,81.5,956,21202168,26012760,27210,64.1745283018868
9276,BRISBANE,DARWIN,2000-07-01,16305,141,84.1,2852,46501860,55291724,19387,137.4964539007092
9277,BRISBANE,HAMILTON ISLAND,2000-07-01,8090,143,61.4,888,7183920,11694072,13169,92.0909090909091
9278,BRISBANE,MACKAY,2000-07-01,18020,364,61.9,797,14361940,23183933,29089,79.91483516483517
9279,BRISBANE,MELBOURNE,2000-07-01,149225,1468,79.7,1381,206079725,258581202,187242,127.54904632152588
9280,BRISBANE,NEWCASTLE,2000-07-01,4542,333,46.0,614,2788788,6062636,9874,29.65165165165165
9281,BRISBANE,PERTH,2000-07-01,5236,60,63.0,3615,18928140,30029805,8307,138.45
9282,BRISBANE,PROSERPINE,2000-07-01,6646,130,68.9,895,5948170,8627800,9640,74.15384615384616
9283,BRISBANE,ROCKHAMPTON,2000-07-01,20924,420,66.4,518,10838632,16318036,31502,75.0047619047619
9284,BRISBANE,SYDNEY,2000-07-01,299634,2188,78.6,753,225624402,286998420,381140,174.19561243144423
9285,BRISBANE,TOWNSVILLE,2000-07-01,47781,484,79.8,1112,53132472,66555424,59852,123.66115702479338
9286,BROOME,PERTH,2000-07-01,14708,230,89.6,1677,24665316,27539694,16422,71.4
9287,CAIRNS,MELBOURNE,2000-07-01,6131,46,91.0,2311,14168741,15564585,6735,146.41304347826087
9288,CAIRNS,SYDNEY,2000-07-01,71580,426,84.7,1971,141084180,166583007,84517,198.3967136150235
9289,CAIRNS,TOWNSVILLE,2000-07-01,12230,559,62.12852426,284,3473320,5590540,19685,35.21466905187835
9290,CANBERRA,MELBOURNE,2000-07-01,60571,893,66.7,470,28468370,42689630,90829,101.71220604703248
9291,CANBERRA,SYDNEY,2000-07-01,77672,2653,64.7,236,18330592,28333452,120057,45.2532981530343
9292,COFFS HARBOUR,SYDNEY,2000-07-01,13578,596,63.9,443,6015054,9410206,21242,35.64093959731544
9293,DARWIN,SYDNEY,2000-07-01,17173,162,84.5,3155,54180815,64093825,20315,125.40123456790124
9294,DEVONPORT,MELBOURNE,2000-07-01,9121,432,59.6,412,3757852,6306484,15307,35.432870370370374
9295,DUBBO,SYDNEY,2000-07-01,9942,522,55.1,310,3082020,5595500,18050,34.57854406130268
9296,GOLD COAST,SYDNEY,2000-07-01,101496,819,80.6,680,69017280,85633080,125931,153.76190476190476
9297,HOBART,MELBOURNE,2000-07-01,54163,927,68.0,618,33472734,49251510,79695,85.97087378640776
9298,HOBART,SYDNEY,2000-07-01,8819,175,56.0,1039,9162941,16368406,15754,90.02285714285715
9299,KALGOORLIE,PERTH,2000-07-01,14734,337,55.0,538,7926892,14408178,26781,79.46884272997033
9300,KARRATHA,PERTH,2000-07-01,12939,276,57.5,1250,16173750,28152500,22522,81.60144927536231
9301,LAUNCESTON,MELBOURNE,2000-07-01,29380,791,61.6,476,13984880,22718052,47727,60.337547408343866
9302,LAUNCESTON,SYDNEY,2000-07-01,3597,79,59.9,914,3287658,5484914,6001,75.9620253164557
9303,MELBOURNE,BURNIE,2000-07-01,6711,352,54.0,378,2536758,4700052,12434,35.32386363636363
9304,MELBOURNE,GOLD COAST,2000-07-01,43555,328,75.3,1330,57928150,76879320,57804,176.23170731707316
9305,MELBOURNE,MILDURA,2000-07-01,9460,404,66.5,457,4323220,6497169,14217,35.19059405940594
9306,MELBOURNE,NEWCASTLE,2000-07-01,4136,224,50.9,836,3457696,6795008,8128,36.285714285714285
9307,MELBOURNE,PERTH,2000-07-01,76538,635,75.3,2706,207111828,275211024,101704,160.16377952755906
9308,MELBOURNE,SYDNEY,2000-07-01,476947,3688,70.4,706,336724582,478003654,677059,183.58432754880695
9309,PERTH,PORT HEDLAND,2000-07-01,6635,129,70.12259565,1312,8705120,12414144,9462,73.34883720930233
9310,PERTH,SYDNEY,2000-07-01,81869,667,74.7,3284,268857796,359729360,109540,164.22788605697153
9311,SUNSHINE COAST,MELBOURNE,2000-07-01,3195,38,69.1,1454,4645530,6726204,4626,121.73684210526316
9312,SUNSHINE COAST,SYDNEY,2000-07-01,10084,102,81.4,837,8440308,10369593,12389,121.46078431372548
9313,SYDNEY,WAGGA WAGGA,2000-07-01,9193,427,61.7,367,3373831,5469034,14902,34.89929742388759
9314,ADELAIDE,ALICE SPRINGS,2000-08-01,14620,124,89.6,1316,19239920,21467908,16313,131.55645161290323
9315,ADELAIDE,BRISBANE,2000-08-01,18575,168,85.4,1622,30128650,35270390,21745,129.4345238095238
9316,ADELAIDE,CANBERRA,2000-08-01,9543,175,62.2,972,9275796,14909508,15339,87.65142857142857
9317,ADELAIDE,DARWIN,2000-08-01,15231,142,90.2,2619,39889989,44242767,16893,118.96478873239437
9318,ADELAIDE,MELBOURNE,2000-08-01,117022,1264,73.0,643,75245146,103132056,160392,126.89240506329114
9319,ADELAIDE,PERTH,2000-08-01,29786,364,65.1,2120,63146320,96926400,45720,125.6043956043956
9320,ADELAIDE,PORT LINCOLN,2000-08-01,7593,502,60.9,246,1867878,3066144,12464,24.828685258964143
9321,ADELAIDE,SYDNEY,2000-08-01,98899,1092,70.2,1167,115415133,164392956,140868,129.0
9322,ALBURY,SYDNEY,2000-08-01,12360,589,59.5,452,5586720,9387136,20768,35.259762308998305
9323,ALICE SPRINGS,DARWIN,2000-08-01,18173,186,89.4,1305,23715765,26542395,20339,109.34946236559139
9324,ALICE SPRINGS,SYDNEY,2000-08-01,14432,124,88.6,2022,29181504,32946468,16294,131.40322580645162
9325,BALLINA,SYDNEY,2000-08-01,7840,507,43.4,612,4798080,11066184,18082,35.6646942800789
9326,BRISBANE,CAIRNS,2000-08-01,100215,765,86.1,1391,139399065,161902663,116393,152.14771241830064
9327,BRISBANE,CANBERRA,2000-08-01,21707,433,77.3,956,20751892,26850216,28086,64.86374133949192
9328,BRISBANE,DARWIN,2000-08-01,18174,142,80.6,2852,51832248,64326860,22555,158.83802816901408
9329,BRISBANE,HAMILTON ISLAND,2000-08-01,10038,155,67.5,888,8913744,13209000,14875,95.96774193548387
9330,BRISBANE,MACKAY,2000-08-01,18238,336,67.9,797,14535686,21393074,26842,79.88690476190476
9331,BRISBANE,MELBOURNE,2000-08-01,156374,1514,81.8,1381,215952494,263896671,191091,126.21598414795244
9332,BRISBANE,NEWCASTLE,2000-08-01,4959,364,49.1,614,3044826,6200172,10098,27.74175824175824
9333,BRISBANE,PERTH,2000-08-01,4410,54,59.7,3615,15942150,26689545,7383,136.72222222222223
9334,BRISBANE,PROSERPINE,2000-08-01,7004,121,78.8,895,6268580,7956550,8890,73.47107438016529
9335,BRISBANE,ROCKHAMPTON,2000-08-01,22380,432,69.8,518,11592840,16606562,32059,74.21064814814815
9336,BRISBANE,SYDNEY,2000-08-01,316419,2239,79.3,753,238263507,300550914,399138,178.2661902635105
9337,BRISBANE,TOWNSVILLE,2000-08-01,45858,473,77.1,1112,50994096,66102840,59445,125.67653276955602
